id_cliente,parent_id,num_pedidos,volumepedidos,volumecompras
4903,65,3,532.7196,
4903,99,1,92.38985,
4903,147,4,188.52,
4903,255,2,67.52,
4904,,2,109.18,
4906,147,1,29.69,
4909,,1,32.0,
4910,,64,5163.49,35.1
4910,18,14,456.58,
4910,46,20,596.96,
4910,54,50,2560.62,297.98
4910,65,60,19722.0412,
4910,99,30,5073.8794,
4910,147,118,18801.8821,1797.3
4910,255,82,8760.6,671.06
4910,378,25,7613.4856,
4915,,4,342.26,85.2
4915,99,3,266.1496,212.76
4915,378,13,1735.44,783.92
4916,147,5,2317.98,
4920,,10,577.1908,
4920,18,5,586.0008,
4920,54,1,1.7,
4920,65,2,171.84,
4920,99,7,3117.6282,
4920,147,12,2294.86,
4920,378,7,2748.98,
4920,379,1,33.96,
4923,,11,836.699625,
4923,54,7,28.99,
4923,65,8,933.1972,
4923,99,12,3897.62,
4923,147,36,2351.49,
4923,255,4,84.4,
4923,378,9,3285.6584,
4926,,3,175.4,
4926,54,2,4.0,
4926,65,2,103.9608,
4926,147,2,3.26,
4927,,2,3.8,
4927,147,7,386.04,
4927,255,2,29.16,
4928,,2,105.8906,
4928,147,5,358.54114,
4928,325,2,13.0,
4928,378,2,168.51,
4929,65,2,176.8032,
4930,147,2,14025.02,
4933,65,21,3590.2368,
4934,,11,2437.95354,
4934,378,23,19621.5714,
4937,,8,509.56,
4937,18,4,460.0,
4937,46,3,63.0,
4937,147,3,2048.76,
4937,379,5,135.61,
4938,255,1,2.22,
4939,99,1,106.33,
4939,147,4,315.0502,
4939,378,2,469.994,
4940,,1,207.0,
4940,65,9,2935.9494,
4940,99,1,22.29,
4940,378,5,884.37,
4941,46,1,31.23,
4941,54,4,6.8,
4941,65,17,1553.2996,
4941,99,8,449.2012,
4941,147,13,299.58,
4941,255,20,1100.23,
4941,378,13,7432.5,
4943,,1,207.0,
4943,65,1,24.99,
4951,99,1,688.44,
4952,99,2,99.94,
4952,147,1,6.79,
4953,147,1,5.99,
4953,255,1,4.86,
4954,147,5,16.88,
4957,255,1,19.77,
4958,,55,13861.0,
4958,54,2,232.36,
4958,65,15,612.9,
4958,147,45,4758.03,
4958,378,22,41550.0,
4960,99,2,235.96,
4960,147,2,64.74,
4961,,1,53.9856,
4961,54,1,8.94,
4961,147,7,771.678,
4966,,1,21.4884,
4966,54,1,4.17,
4966,99,2,316.1408,
4966,147,4,234.09,
4975,,3,160.98,
4975,54,1,1.93,
4975,255,2,27.78,
4976,65,2,4713.1,
4977,65,2,427.4,
4980,99,1,530.91,
4985,65,1,40.9896,
4985,99,2,825.3,
4988,,6,1261.78,
4988,147,2,17.96,
4989,65,1,235.7898,
4993,255,1,4.39,
4996,65,1,168.84,
4999,,17,682.6185,
4999,99,6,1207.78,
4999,147,24,1783.4084,7.84
4999,255,2,65.86,
5002,54,4,155.6,
5002,99,11,4371.4412,
5002,147,6,1986.35,
5003,,14,1551.23,
5003,18,6,55.55,
5003,99,2,32.78,
5003,147,32,7100.46436,
5003,378,8,973.5696,
5004,,2,38.4,
5004,54,2,7.36,
5004,65,2,85.92,
5004,147,4,98.21,
5004,378,2,226.8,
5005,65,3,343.4006,
5007,65,4,281.7984,
5007,147,3,68.8188,
5008,,2,15.18,
5008,147,2,32.24,
5009,65,1,44.9898,
5010,,8,1037.27,182.27
5010,46,7,87.05,16.25
5010,54,14,397.1,
5010,65,10,2105.1788,2076.5192
5010,99,5,39.92,12.58
5010,147,30,1654.23,142.82
5010,255,5,899.5,
5017,,1,19.85,
5017,65,6,1539.8988,
5020,65,1,3.79,
5021,18,1,34.49,
5022,,5,2263.25,763.25
5022,65,9,4936.4527,
5022,99,1,96.7788,
5022,147,5,794.03,
5022,378,2,1764.63,1764.63
5024,99,2,502.6,
5038,18,1,34.49,
5043,,4,723.4358,
5043,65,1,908.85,
5043,99,1,83.04,
5043,147,6,114.58,
5046,,1,14.94,
5046,58,1,18.99,
5049,147,3,224.58,
5049,255,1,16.29,
5050,,6,122.98,
5050,18,1,2138.38,2138.38
5050,54,1,1.55,1.55
5050,65,12,17574.0948,
5050,147,11,5307.73,
5050,255,7,688.33,
5050,378,4,5157.0,
5051,99,1,76.16,
5052,,1,24.98,
5052,54,4,79.2298,
5052,99,1,72.04,
5052,147,5,249.8102,
5052,255,1,2.39,
5053,255,1,2.47,
5055,,3,3505.0,
5055,378,7,18625.1618,
5056,147,2,432.94,
5060,147,1,133.5696,
5061,,11,482.5874,155.579
5061,99,36,14449.93935,2342.80047
5061,255,1,5.37,
5061,378,15,1875.71,193.53
5064,65,3,612.0,
5066,,1,8.9,
5066,54,1,10.33,
5066,147,2,93.9398,
5066,255,5,2275.7,
5066,378,1,56.8,
5068,65,2,2722.44,
5068,99,1,1179.0,
5071,99,3,284.5584,
5071,147,24,80869.1264,
5072,99,1,510.9,
5073,,18,600.5808,
5073,65,11,549.34,
5073,99,24,2884.90272,
5073,147,23,977.530000000001,
5073,255,10,384.71,
5074,58,2,157.27,
5074,65,9,17342.2938,
5074,99,7,21074.33,10400.73
5074,147,2,1717.75,93.75
5074,255,4,9758.73,
5078,54,1,89.4,
5082,,3,358.0,
5082,58,1,21.0,
5085,,1,375.0,
5085,54,12,90.4,
5085,65,3,127.422,
5085,99,5,234.8784,
5085,147,15,5471.26,
5085,255,8,14.76,
5087,147,21,10320.42,
5088,,1,351.3384,351.3384
5092,99,2,694.494,
5093,147,1,41.2,
5093,255,1,16.7,
5094,65,4,85.3108,
5095,255,1,184.02,
5096,65,1,384.6828,
5101,65,6,15030.3,
5104,,25,965.456,
5104,65,18,2201.4,
5104,99,28,1023.54,
5104,147,53,21176.8672,
5104,378,3,142.52,
5105,,4,449.7412,212.7412
5105,65,4,852.6456,354.834
5105,99,4,841.47504,326.42
5105,147,1,86.14015,86.14015
5105,378,2,1507.15,
5108,65,4,205.02,
5115,65,1,21.0996,
5115,147,1,133.5696,
5118,99,3,1089.6,
5118,378,2,698.8,
5119,147,2,31.56,
5120,65,40,6697.38999999999,
5125,,1,104.65,
5125,99,2,173.75461,
5125,147,2,83.93,
5126,147,1,206.4,
5126,378,1,438.0,438
5130,,23,3692.139555,207.11
5130,18,5,454.92,113.04
5130,46,2,149.96,
5130,54,9,232.24,91.22
5130,58,1,21.95,
5130,65,21,3343.5702,87
5130,99,14,2570.8196,41.88
5130,147,45,8220.4136,755.82
5130,325,1,87.87,
5130,378,25,14562.36166,960
5132,,1,6.0,
5132,99,1,49.82,
5132,147,3,108.526,
5132,325,1,2.75,
5132,378,1,99.0,
5134,65,1,73.56,
5134,99,3,603.84,
5134,147,4,93.08,
5134,378,1,51.26,
5136,147,12,152.58,
5136,325,6,117.15,
5136,379,3,44.5185,
5137,65,1,963.9,
5137,99,1,523.84,
5137,255,3,1690.5,
5137,378,4,2928.6642,
5141,,1,538.8,
5141,65,5,2368.41,1617.9
5142,65,3,128.76,
5142,379,2,24.36,
5143,378,2,3284.2,
5147,147,2,76.1607,
5148,147,1,52.6,
5151,,1,578.24,
5151,99,2,72.4999,
5152,378,1,583.5,
5155,65,2,126.96,
5157,,1,19.99,
5159,,17,3828.6712,3360.0616
5159,65,14,2390.489,2254.1996
5159,99,12,120.86,109.02
5159,147,15,1121.2766,1017.3686
5159,378,16,1403.62,1173.94
5160,147,1,17.9,
5163,,2,185.64,
5163,18,3,366.38,
5163,65,3,1099.4704,
5163,99,5,672.32,
5163,147,7,571.93,
5164,99,1,75.96,
5166,54,1,15.96,
5166,147,1,12.2,
5167,65,1,28.2498,
5167,378,2,35.8,
5169,,21,4751.33085,205.4
5169,18,3,221.0052,
5169,46,1,21.48,
5169,54,1,238.8,
5169,65,15,4723.5208,
5169,99,9,1257.14,
5169,147,11,3121.4084,
5169,255,1,20.72,
5169,378,21,12349.4306,1631.1
5173,,2,217.37,
5173,54,16,953.22,
5173,65,21,1614.9288,
5173,99,2,322.0008,
5173,147,10,1837.1296,
5173,255,1,51.5,
5173,378,5,470.14,
5176,,1,66.0795,
5176,65,1,6.49,
5176,99,2,59.12,
5176,147,7,3766.26,
5176,378,3,241.0,
5182,147,1,13.79,
5183,378,1,795.0,
5184,,3,211.6204,78.2404
5184,65,6,1129.7844,718.6044
5184,99,1,323.28,323.28
5184,147,3,381.5,
5184,378,1,51.26,51.26
5187,99,8,1048.84,
5187,147,7,58.8,
5187,378,9,354.46,
5191,,3,767.3195,
5191,18,2,308.61,
5191,65,5,280.002,
5191,147,7,278.12,
5191,378,5,654.0,
5193,,1,402.96,
5196,,41,8876.2988,
5196,65,6,438.94,
5196,99,4,489.785,
5196,147,12,714.61,
5196,378,3,81.6,
5197,,1,776.3,
5197,65,1,26.9004,
5197,99,7,3468.24,
5197,147,1,2.86,
5197,378,1,453.6,
5199,,2,189.801,
5199,99,2,24.58,
5199,147,4,779.38,
5200,,1,319.84,319.84
5200,99,28,18267.59,13868.76
5200,147,1,67.26,
5203,147,1,38.25,
5205,65,3,1302.89,
5206,65,1,866.6557,
5210,,2,76.02,10.08
5210,54,2,14.2,
5210,65,20,7376.5962,5830.8536
5210,99,6,1227.45916,1195.91956
5210,147,5,437.9696,368.18
5213,65,1,91.8,
5214,65,2,29.4,
5216,,14,2932.41,478.4
5216,18,3,331.3,
5216,65,8,8384.378,
5216,99,11,1406.7008,
5216,147,9,3039.57956,
5216,255,5,125.2,
5216,378,12,8766.1248,1340.1
5218,,2,39.84,
5218,378,2,221.94,
5224,,2,1075.48,
5224,65,2,719.59,
5224,147,1,229.0,
5224,255,3,1698.44,1219.3
5226,,2,150.65,
5226,54,1,34.86,
5226,65,2,454.43,
5226,99,1,83.04,
5226,147,3,649.04,
5227,65,1,606.0,
5229,,1,207.84,
5229,54,2,4.75,
5229,65,2,789.5718,
5229,99,2,662.2691,
5229,147,2,73.01,
5231,65,1,761.1,
5232,,15,1045.14,255.69
5232,18,5,62.7192,32.94
5232,46,3,80.01,80.01
5232,54,3,112.84,112.84
5232,58,3,64.74,64.74
5232,65,17,1905.2374,463.0446
5232,147,16,1649.32,243.97
5232,255,3,125.59,125.59
5239,147,6,292.21,
5245,255,1,8.94,
5246,99,1,1820.52,
5246,147,2,2772.0,
5249,,26,666.9794,639.0494
5249,18,3,170.06,170.06
5249,65,33,7407.1668,6995.8752
5249,99,30,10800.7795,10772.1795
5249,147,31,3890.688,3844.8088
5249,378,25,2012.0,2012.0
5249,585,1,25.7,25.7
5256,65,1,2799.96,
5258,,6,772.98,759.63
5258,18,3,772.92,621.45
5258,46,1,67.08,
5258,65,13,5886.089,1323.2384
5258,99,9,2103.54,1743.94
5258,147,8,1214.27065,939.00048
5258,378,4,556.38,556.38
5262,,2,66.0,
5262,46,1,12.24,
5262,54,4,249.3,
5262,99,2,86.16,
5262,147,6,777.06,
5262,255,4,10.44,
5265,,2,119.6,
5265,65,1,35.94,
5265,147,4,546.18,
5269,147,1,407.9988,
5270,,226,21315.7989000001,
5270,65,163,31069.6735999999,
5270,99,146,27737.04668,
5270,147,592,85829.5542299993,
5270,255,22,6425.72,
5270,378,191,83150.9899999999,
5272,65,3,4528.44,
5272,99,2,3017.68,3017.68
5272,378,2,1920.0,
5273,,1,104.89,
5273,18,1,10.7,
5273,54,2,31.17,
5273,65,1,13.88,
5273,99,1,128.47,
5273,147,3,261.736,
5273,255,1,110.0,
5275,147,1,40.0,
5281,65,1,123.9,
5281,378,1,86.45,
5283,,1,67.2195,
5283,65,1,293.5494,
5283,99,1,134.55,
5283,147,6,437.3356,
5283,378,1,83.55,
5284,46,1,0.01,
5284,65,3,1170.7512,
5287,,10,1626.1704,
5287,46,1,7.77,
5287,54,4,73.32,
5287,65,3,233.85,
5287,99,2,120.37,
5287,147,10,827.13,
5287,255,1,9.72,
5287,378,9,2728.26128,
5287,379,1,18.75,
5287,585,1,202.78,
5288,65,1,360.0,
5289,,1,7.69,7.69
5289,65,13,2976.2924,2373.6416
5289,99,2,140.34,73.7808
5289,147,10,3344.08,2431.68
5292,65,4,93.5672,
5294,147,1,3.65,
5294,255,1,82.99,
5296,,1,101.2905,
5296,99,1,89.6,
5296,378,1,113.4,
5297,,1,82.5,
5297,255,1,71.88,
5297,378,1,1276.8,
5299,46,1,2.9,
5299,99,6,190.06,
5299,147,8,716.3424,
5299,255,4,3943.9,
5299,378,6,260.19,
5302,,1,199.9,
5312,58,1,212.4,
5312,255,1,99.21,
5317,,2,51.92,
5317,65,1,3.2,
5317,99,1,12.42,
5317,147,2,638.79,
5322,147,2,43.58,
5324,,1,1651.95,
5326,99,1,102.16,
5326,147,3,1085.5,
5329,,4,950.52,
5329,65,3,1140.4869,
5329,99,1,442.08,
5329,147,10,25843.1952000001,
5332,65,2,2812.26,
5336,378,1,168.18,
5337,99,3,1646.4,
5337,378,2,827.84,
5339,147,1,64.435,
5343,65,1,42.96,
5344,99,1,212.0,
5344,147,1,168.5,
5345,,2,35.8,
5345,99,1,53.622,
5345,147,5,1388.08,
5346,,1,43.09,
5346,65,1,19.6008,
5346,147,2,591.6801,
5361,,1,94.5,
5361,99,4,465.5698,
5361,147,8,556.55,
5361,378,3,890.0,667.5
5362,18,1,3.39,
5362,54,1,23.16,
5362,147,5,587.88,
5362,255,2,36.88,
5362,325,1,60.96,
5363,,4,633.16,
5363,18,2,101.8,
5363,46,2,277.34,
5363,378,1,213.0,
5368,,6,314.229,
5368,18,2,16.52,
5368,58,3,28.23,
5368,65,6,1266.058,
5368,99,7,2435.22,
5368,147,6,375.44,
5368,378,3,651.35,
5369,,1,54.08,
5370,65,1,2460.0,2460
5372,,2,111.37,
5372,99,3,245.24,
5372,147,6,624.51,
5373,,1,320.0,
5373,65,4,3170.82,
5373,99,7,2205.9672,
5373,147,9,3317.09,
5373,378,4,991.425,
5374,99,2,93.39984,
5374,147,2,421.056,421.056
5377,65,3,2436.8784,1630.4124
5377,147,1,94.3995,94.3995
5383,,17,4501.32,
5383,65,4,337.2,
5383,99,10,8135.198,
5383,147,31,9721.1766,
5383,325,13,2484.0,
5383,378,22,11076.22,
5384,65,1,37.08,
5386,,1,419.79,
5388,,1,51.246,
5388,65,1,5.8596,
5389,,1,28.4,
5389,54,1,8.94,
5389,99,2,117.0,
5389,147,6,1309.5396,
5393,65,2,165.0,
5394,,1,31.7304,
5394,147,1,148.42,
5401,147,1,84.8691,
5403,,1,4.35,
5403,65,1,62.7,
5403,99,1,89.48,
5403,147,4,189.1202,
5403,325,3,227.66,
5404,18,2,37.88,
5404,65,1,21.0996,
5404,147,2,411.1958,
5408,,2,37.9,
5408,46,1,105.32,
5408,65,1,170.2792,
5408,99,3,788.0209,
5408,147,3,681.9,
5408,378,2,199.16,
5411,,4,647.1699,
5411,54,2,143.7,
5411,65,2,2585.07,
5411,99,1,273.0,
5411,147,4,1299.76,
5411,255,3,39.6,
5411,378,4,1976.401,
5413,378,1,247.5,
5416,65,1,1040.76,
5419,,1,22.5,
5420,,6,5002.88,
5420,18,2,20.16,
5420,58,2,80.22,
5420,65,8,5733.71399999999,
5420,99,4,288.8,
5420,147,8,233.3218,
5420,255,4,137.14,
5420,378,2,129.3802,
5420,379,2,12.78,
5422,,2,119.0424,
5422,65,1,59.88,
5422,99,1,83.44004,
5422,147,3,169.2091,
5422,325,2,120.96,
5423,,1,27.62,
5423,65,3,2301.8976,
5423,99,7,724.99,
5423,147,15,5057.9416,4812.8256
5424,65,1,236.52,
5425,,95,13758.0184,
5425,18,13,620.82,
5425,54,6,118.02,
5425,65,119,132176.287999999,
5425,99,51,8702.43175999999,
5425,147,147,22552.3064,
5425,255,15,381.25,
5425,325,27,3447.28,
5425,378,44,26319.691,
5425,379,1,61.5,
5429,,1,9.62,
5429,65,1,457.8952,
5429,99,1,6.02,
5429,147,1,46.6401,
5432,,1,31.56,
5432,54,1,8.94,
5432,147,1,8.1,
5434,,1,19.86,
5438,,1,54.94,54.94
5438,65,2,272.7028,272.7028
5438,147,1,162.41,162.41
5440,18,1,517.35,
5442,65,1,6.5004,
5442,99,1,171.32,
5442,147,2,81.01,
5446,,22,4760.117,
5446,18,4,22.44,
5446,46,7,47.35,
5446,54,7,269.65,
5446,65,24,9990.8759,
5446,99,23,4200.2608,
5446,147,30,17849.44625,
5446,378,14,6617.99208,
5447,65,1,27.1896,
5449,,2,147.41,
5449,65,1,22.3488,
5449,378,2,226.8,
5455,147,2,183.167,
5457,,1,376.0,
5460,147,1,42.2802,
5465,65,1,645.6096,
5466,,9,905.4592,
5466,54,4,277.2084,
5466,65,5,12366.8369,
5466,99,3,325.41,
5466,147,10,3958.04728,
5466,255,5,1204.66,
5466,378,1,110.16,
5466,379,1,101.67,
5471,,1,297.5,
5473,378,1,246.0,
5474,,6,825.3084,
5474,18,1,103.47,
5474,54,4,935.54,
5474,65,2,2176.62,
5474,99,4,1291.68972,
5474,147,8,2789.4083,
5474,255,5,1252.2024,
5474,378,6,3288.58684,
5481,65,1,359.28,
5482,,1,201.2,
5486,,2,356.29,356.29
5486,18,2,248.44,248.44
5486,46,2,44.44,44.44
5486,54,1,50.21,50.21
5486,147,2,548.06,548.06
5486,255,1,239.96,239.96
5487,,2,173.69,
5487,18,1,15.9,
5487,99,1,65.52,
5487,147,1,163.0,
5488,147,1,423.8025,423.8025
5489,,4,2280.0,2280
5489,65,2,251.58,208.08
5489,99,2,494.532,
5489,147,12,4717.7348,
5490,,2,160.68,
5490,99,1,38.1996,
5490,147,5,1739.1497,
5493,,1,247.0,247
5493,65,3,317.75,6.99
5493,147,5,1310.9,571.26
5493,378,1,62.06,62.06
5495,,1,17.9,
5495,18,1,308.87,
5495,54,2,22.05,
5495,65,2,1519.08,
5495,147,2,82.2512,
5495,255,1,72.03,
5496,65,4,1786.7112,
5498,99,2,88.919955,53.909991
5498,378,1,347.52,347.52
5502,65,1,472.446,
5503,378,1,113.4,
5504,99,3,943.25008,
5504,378,1,544.8,
5512,65,1,23.7,
5512,99,1,41.31986,
5512,147,1,19.47,
5514,65,2,1203.216,
5516,65,2,1543.3248,
5516,99,1,293.4,
5516,147,5,1066.52,
5516,378,1,550.0,
5519,65,2,2688.0,
5520,,5,1164.1816,
5520,54,1,126.45,
5520,65,3,2344.3284,
5520,99,3,547.83904,
5520,147,8,3470.16,
5520,255,8,2101.85,1202.35
5520,378,5,1726.39008,
5521,65,1,260.16,
5528,,1,7.4,
5528,18,1,40.69,
5528,147,5,266.61,
5529,378,1,360.0,
5534,,1,580.0,
5534,99,1,910.8,
5534,147,2,2783.74,
5534,255,1,672.18,
5534,378,1,680.4,
5537,,1,74.6,
5544,378,2,1990.0,530
5551,,117,203750.69,
5551,54,30,5973.3,384.27
5551,58,26,72295.5999999999,1288.68
5551,65,130,1334357.0507,7545.5451
5551,99,18,12653.44,
5551,147,41,47629.48,
5551,255,78,274001.062800001,1717.8656
5551,378,65,282482.235,
5556,65,14,6234.5924,5603.174
5556,99,1,69.32,69.32
5556,147,2,101.3598,101.3598
5557,,2,625.0,327.5
5557,99,1,56.06,
5559,,1,29.99,
5559,65,2,862.4292,
5562,65,1,1509.48,
5564,65,1,508.44,
5565,379,1,71.88,
5566,65,1,518.5,
5568,99,1,19.93,
5573,65,1,577.38,
5577,,5,1263.85988,988.79988
5577,65,1,81.0,81.0
5577,99,4,2916.86,2120.78
5577,147,4,356.75,189.16
5579,378,1,938.0,
5580,65,1,1792.92,
5581,,2,308.65,
5581,147,1,81.5,
5581,255,2,25.9,
5581,378,1,246.0,
5582,,2,1044.86,
5582,99,2,1074.3704,
5582,147,5,1980.2796,
5584,,1,127.4004,
5584,378,1,156.0,
5585,147,2,2312.6548,
5588,99,3,1493.027,
5588,147,5,868.4788,
5589,,1,41.18,
5589,65,1,268.1712,
5589,99,1,37.32,
5589,147,1,295.5226,
5589,378,1,200.17,
5593,,1,121.58,121.58
5593,147,1,517.0,517.0
5594,65,1,826.9056,
5597,147,1,17.9136,
5598,147,1,16.2432,
5602,,1,21.9,
5602,99,3,326.30944,
5602,147,4,1700.56,
5604,99,1,10.375,
5606,,1,21.33,
5606,58,2,148.88,
5606,65,2,2474.64,
5606,99,2,330.88,
5606,147,5,1522.65,
5607,147,3,740.88,432
5608,,1,69.33,
5608,65,1,409.43,
5608,147,1,216.0,
5611,378,1,523.8,523.8
5614,,1,336.0,
5615,,11,653.5046,490.7551
5615,18,1,22.18,22.18
5615,46,2,69.48,
5615,54,4,415.32,
5615,65,5,267.5292,247.6992
5615,99,8,2018.55873,1288.85943
5615,147,13,1651.8292,780.6492
5615,255,3,74.97,
5615,325,2,65.52,65.52
5615,378,10,1746.18,1043.3
5619,147,1,1080.0,1080
5620,65,2,1142.6498,
5623,65,1,775.2912,775.2912
5623,255,1,169.65,
5624,378,2,343.21,
5625,378,1,360.0,
5626,,1,305.0,
5626,378,1,109.8,
5636,,1,538.8,
5636,65,2,1467.36,
5637,378,1,8.01,
5638,,1,130.0,
5638,65,2,432.2352,432.2352
5638,99,2,495.2916,495.2916
5638,147,2,99.38,99.38
5639,,3,209.51,
5639,65,2,129.3096,
5639,99,1,40.68,
5639,147,3,789.51,
5644,378,1,318.0,
5645,,3,85.7588,
5645,54,1,8.22,
5645,99,1,36.1704,
5645,147,4,292.69,
5654,65,1,534.66,
5659,,1,625.0,
5659,18,1,531.3,
5659,65,1,819.36,
5659,378,3,1398.4,
5662,378,1,405.0,
5663,,1,2007.5,
5663,18,1,483.0,
5663,99,1,263.5,
5663,255,1,514.02,514.02
5668,,1,345.04,
5668,65,1,699.72,
5669,,1,18.65,
5669,46,1,7.77,
5669,255,1,9.4,
5672,65,1,152.46,
5679,378,1,323.7,
5680,,3,838.8,
5680,65,1,8.61,
5680,99,2,65.34,35.64
5680,147,5,409.11856,314.8488
5680,378,7,2594.2032,1268.6544
5681,65,1,324.78,324.78
5683,,2,95.26,
5686,54,1,2529.0,
5688,147,1,501.2,
5690,,3,1233.4,
5690,54,2,37.4,
5690,65,2,471.9192,
5690,99,3,168.64,
5690,147,4,948.4204,
5690,378,2,2103.14,
5693,65,1,814.56,
5693,325,1,428.9382,
5695,,1,305.0,
5700,,1,33.55,
5700,65,2,357.8808,
5700,99,1,91.32,
5700,147,2,318.3336,
5703,378,1,1014.2,
5706,99,1,565.38024,
5707,,1,160.0704,
5707,65,1,734.22,
5707,99,2,633.7948,
5707,147,1,90.3596,
5707,378,2,208.7,
5708,147,1,5.85,
5709,58,1,4.78,
5709,65,2,96.54,
5710,65,1,550.8,
5711,18,1,15.6,
5711,65,1,95.52,
5712,65,1,419.28,
5713,65,3,725.9136,725.9136
5716,,1,305.0,
5716,378,1,1260.1,
5719,147,1,236.28,
5721,65,1,905.4,
5722,,19,607.5312,215.7512
5722,18,6,277.95,99.01
5722,46,7,126.93,18.43
5722,54,27,2014.9752,336.2
5722,58,11,615.76,222.85
5722,65,7,1343.294,
5722,99,8,1397.47404,159.52
5722,147,42,9351.3065,2843.033
5722,255,5,496.55,
5722,325,8,343.3132,53.6616
5725,65,1,382.8,
5748,65,1,95.52,
5769,,1,19.38,
5769,147,2,587.13,
5780,,1,305.0,
5781,,1,990.0,
5791,147,1,34.9,
5791,325,2,45.85,
5796,147,1,340.2,
5797,65,1,35.34,
5799,65,1,65.47,
5807,65,1,4284.0,
5807,147,1,68.67,
5810,65,1,406.8,
5813,325,1,3.3,
5819,325,2,120.35,
5848,255,1,1.93,
5859,325,1,1.7,
5873,65,2,73.7904,
5873,147,1,59.7,
5878,65,1,1482.24,
5919,65,2,1680.78,336.78
5923,65,1,56.98,
5961,65,4,337.8003,
5968,65,1,25.35,
5969,65,1,127.8,
5969,99,1,39.0696,
5975,65,4,2101.0572,1270.2792
5975,147,2,204.93,18.63
5982,65,1,394.2,
6017,147,1,1340.84,
6020,,1,81.5,
6020,65,1,605.64,
6020,147,1,57.68,
6027,65,3,270.5274,
6032,147,1,7.19,
6032,378,2,594.0,
6045,65,1,202.104,
6077,,1,283.5,
6077,378,3,1517.6302,
6080,,3,633.75,
6131,,1,72.41,
6164,147,1,42.88,
6173,,1,332.3232,
6173,378,3,1611.1,
6179,,3,930.1472,
6179,65,1,787.44,
6179,378,1,965.0,
6183,147,1,3059.7,
6311,65,1,28.79,
6371,378,2,526.3,
6384,65,3,1560.55,
6387,65,1,23.88,
6387,147,3,107.63,
6387,378,2,324.13,
6402,65,1,834.2,
6409,65,1,160.56,
6512,65,1,161.4024,
6574,65,1,28.1796,
6679,,2,65.63,
6679,65,2,87.4596,
6679,147,6,968.0996,
6697,65,1,14.86,
6725,65,1,763.2,
6733,147,1,9.12,
6735,147,3,1318.23,1299.0
6774,,1,23.73,
6774,99,1,110.7,
6774,147,2,151.91,
6778,,1,34.08,
6778,65,1,47.22,
6778,147,2,268.6,
6783,65,1,121.76,
6792,65,2,54.4596,
6805,65,1,26.28,
6812,65,1,5.78,
6817,,1,30.84,30.84
6817,18,2,137.92,83.76
6817,46,2,5.88,2.94
6817,65,5,3153.7942,2918.0542
6817,147,3,16.03,9.51
6818,147,1,100.5,
6820,65,2,144.47,
6827,99,1,28.67,
6827,147,2,92.24,
6837,65,2,1452.7545,
6840,65,1,23.88,
6841,,2,562.72,
6841,65,2,197.19,
6841,147,1,43.16,
6841,378,1,49.9902,
6872,,2,135.14,
6872,147,2,291.14,
6873,,1,145.14,
6873,147,1,47.52,
6884,,8,434.0112,
6884,18,6,2771.66,263.86
6884,46,1,51.68,
6884,54,1,4.29,
6884,65,3,82.44,
6884,99,5,1034.49,
6884,147,7,1160.327,554.9503
6884,378,1,1044.5,
6892,65,1,95.52,
6892,147,1,373.16,
6894,65,1,8136.0,
6901,,1,20.64,
6901,147,1,29.9,
6904,,1,35.8,
6904,54,1,10.72,
6904,147,2,56.12,
6911,,1,82.75,
6911,147,1,95.34,
6912,,1,72.61,
6912,65,2,630.15,
6914,65,1,47.76,
6915,,1,31.96,
6915,46,1,9.46,
6915,54,1,5.36,
6924,,3,1169.27,
6924,18,2,82.46,
6924,65,4,4020.0,
6924,99,2,360.56,
6924,147,4,717.7304,
6924,378,2,4029.61,
6938,,1,1.81,
6938,54,1,4.17,
6955,,1,14.09,
6955,65,1,22.68,
6955,147,1,119.89,
6958,147,1,206.28,
7043,65,1,1152.18,
7070,54,1,1.7,
7073,147,2,134.0,
7076,378,1,605.0,
7080,147,3,22.28,
7082,378,1,105.6,
7089,54,1,6.4,
7089,65,3,1013.66,
7089,147,3,373.97,
7110,147,2,58.62,
7135,,1,54.08,
7135,99,1,10.375,
7148,,1,28.329975,
7148,378,1,51.74,
7172,54,1,9.0,
7182,65,1,28.1796,
7186,147,2,149.88,
7212,65,1,27.48,
7223,,1,12.99,
7223,65,1,23.88,
7226,65,2,68.02,
7226,147,2,49.18,
7252,,7,124.65,68.73
7252,18,4,566.81,70.08
7252,46,4,453.39,207.05
7252,54,4,311.7504,237.5004
7252,65,19,2151.1981,1717.2196
7252,99,6,522.8712,522.8712
7252,147,11,958.13925,714.84
7252,255,3,156.9996,156.9996
7252,378,15,7412.78,6515.94
7255,,1,95.0,
7255,65,2,250.6296,
7255,147,1,829.448,
7276,65,1,23.9298,
7282,99,1,218.72,
7299,255,1,107.68,
7310,54,1,9.0,
7310,65,1,431.04,
7318,147,1,45.89,
7348,65,1,212.04,
7348,99,1,83.04,
7348,147,2,59.74,
7383,65,1,127.6298,
7416,,1,72.61,
7417,147,1,326.0,
7425,,2,1408.0,
7425,378,1,857.5,
7431,65,2,219.8796,
7431,325,1,48.84,
7466,,3,216.92,
7466,54,4,37.54,
7466,65,3,2074.2696,
7466,99,1,108.7,
7466,147,4,216.88,
7466,255,1,15.99,
7474,147,1,423.8025,
7478,147,1,19.47,
7554,65,1,6.89,
7589,65,1,397.2,
7625,65,1,161.7412,
7636,65,1,716.4,
7642,65,1,22.68,
7653,65,1,32.2095,
7655,,1,18.65,
