id,name,updated_at,level,lft,parent_id,rght,tree_id,slug,slug_list
657,Asa de Frango,2019-10-29 22:04:18.314479+00,2,3,651,4,6,asa-de-frango,"carnes-aves-e-peixes,carnes-aves-e-peixes/aves,carnes-aves-e-peixes/aves/asa-de-frango"
509,Papel Acoplado,2019-10-25 08:28:03.020763+00,2,89,507,90,12,papel-acoplado,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-acoplado"
500,Sacos Multiuso,2019-10-27 01:13:36.312322+00,2,119,496,120,12,sacos-multiuso,"embalagens-e-descartaveis,embalagens-e-descartaveis/sacos-e-sacolas,embalagens-e-descartaveis/sacos-e-sacolas/sacos-multiuso"
86,Whisky,2019-10-31 03:22:48.242292+00,2,43,66,44,2,whisky,"bebidas,bebidas/bebidas-alcoolicas,bebidas/bebidas-alcoolicas/whisky"
446,Escada,2019-10-26 04:22:31.071947+00,2,25,442,26,14,escada,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/escada"
429,Coador e Filtro de Café,2019-10-30 20:01:55.083368+00,2,61,425,62,14,coador-e-filtro-de-cafe,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/coador-e-filtro-de-cafe"
428,Bebedouro,2019-10-26 16:50:53.765212+00,2,57,425,58,14,bebedouro,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/bebedouro"
728,Gelatinas,2019-10-30 19:58:38.795382+00,2,123,232,124,24,gelatinas,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/gelatinas"
462,Equipamentos,2019-10-30 12:49:18.465083+00,1,2,46,3,14,equipamentos,"equipamentos-e-utensilios,equipamentos-e-utensilios/equipamentos"
505,Garfo Descartável,2019-10-30 18:16:33.445648+00,2,129,503,130,12,garfo-descartavel,"embalagens-e-descartaveis,embalagens-e-descartaveis/talheres-descartaveis,embalagens-e-descartaveis/talheres-descartaveis/garfo-descartavel"
129,Cream Cheese,2019-10-30 21:24:08.875271+00,2,19,127,20,16,cream-cheese,"frios-e-laticinios,frios-e-laticinios/lacteos,frios-e-laticinios/lacteos/cream-cheese"
125,Peito de Peru,2019-10-30 19:43:50.355307+00,2,9,121,10,16,peito-de-peru,"frios-e-laticinios,frios-e-laticinios/frios-e-embutidos,frios-e-laticinios/frios-e-embutidos/peito-de-peru"
704,Salsichas,2019-10-30 19:44:59.601149+00,2,69,655,70,6,salsichas,"carnes-aves-e-peixes,carnes-aves-e-peixes/linguicas-e-salsichas,carnes-aves-e-peixes/linguicas-e-salsichas/salsichas"
518,Touca Descartável,2019-10-30 19:51:26.511638+00,1,132,18,133,12,touca-descartavel,"embalagens-e-descartaveis,embalagens-e-descartaveis/touca-descartavel"
433,Coletor e Dispenser de Copos,2019-10-27 01:48:40.857344+00,2,63,425,64,14,coletor-e-dispenser-de-copos,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/coletor-e-dispenser-de-copos"
203,Aveias e Cereais,2019-10-30 22:37:54.542021+00,1,38,147,47,24,aveias-e-cereais,"mercearia,mercearia/aveias-e-cereais"
449,Organizadores,2019-10-26 05:18:19.270322+00,2,31,442,32,14,organizadores,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/organizadores"
46,Equipamentos e Utensílios,2019-10-30 05:19:52.712874+00,0,1,,78,14,equipamentos-e-utensilios,equipamentos-e-utensilios
448,Lixeira,2019-10-27 14:55:52.072119+00,2,29,442,30,14,lixeira,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/lixeira"
447,Esfregões,2019-10-28 13:33:34.686128+00,2,27,442,28,14,esfregoes,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/esfregoes"
217,Macarrão Fettuccine,2019-10-30 19:53:10.030444+00,2,191,209,192,24,macarrao-fettuccine,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-fettuccine"
685,Atum,2019-10-29 00:10:07.140763+00,2,75,654,76,6,atum,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/atum"
134,Fondue,2019-10-26 23:09:20.28736+00,1,2,99,3,16,fondue,"frios-e-laticinios,frios-e-laticinios/fondue"
216,Macarrão Espaguete,2019-10-31 01:30:39.733584+00,2,189,209,190,24,macarrao-espaguete,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-espaguete"
236,Frutas em Calda,2019-10-30 19:49:18.477405+00,2,121,232,122,24,frutas-em-calda,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/frutas-em-calda"
713,Achocolatados em Pó,2019-10-30 19:56:23.898622+00,2,3,197,4,24,achocolatados-em-po,"mercearia,mercearia/achocolatados-chocolates-e-cacau-em-po,mercearia/achocolatados-chocolates-e-cacau-em-po/achocolatados-em-po"
221,Macarrão Padre Nosso,2019-10-25 15:26:47.552282+00,2,201,209,202,24,macarrao-padre-nosso,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-padre-nosso"
220,Macarrão Ninho,2019-10-30 15:39:15.685344+00,2,199,209,200,24,macarrao-ninho,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-ninho"
668,Carne Moída,2019-10-30 19:31:46.354539+00,2,29,652,30,6,carne-moida,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/carne-moida"
66,Bebidas Alcoólicas,2019-10-31 03:25:03.980745+00,1,2,65,45,2,bebidas-alcoolicas,"bebidas,bebidas/bebidas-alcoolicas"
227,Massa para Lasanha,2019-10-30 17:37:14.736786+00,2,211,209,212,24,massa-para-lasanha,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/massa-para-lasanha"
658,Coração de Frango,2019-10-31 03:32:25.93343+00,2,7,651,8,6,coracao-de-frango,"carnes-aves-e-peixes,carnes-aves-e-peixes/aves,carnes-aves-e-peixes/aves/coracao-de-frango"
118,Leite Semidesnatado,2019-10-30 04:51:10.805406+00,2,35,115,36,16,leite-semidesnatado,"frios-e-laticinios,frios-e-laticinios/leites,frios-e-laticinios/leites/leite-semidesnatado"
258,Cargas e Lâminas,2019-10-28 15:48:38.505347+00,2,5,256,6,19,cargas-e-laminas,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/barba,higiene-pessoal-e-perfumaria/barba/cargas-e-laminas"
259,"Cremes, Espumas e Gel",2019-10-28 15:49:39.167373+00,2,7,256,8,19,cremes-espumas-e-gel,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/barba,higiene-pessoal-e-perfumaria/barba/cremes-espumas-e-gel"
120,Massas Frescas,2019-10-30 20:02:40.945543+00,1,40,99,41,16,massas-frescas,"frios-e-laticinios,frios-e-laticinios/massas-frescas"
316,Sabonete,2019-10-28 18:55:40.014765+00,2,21,310,22,19,sabonete,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/sabonete"
255,Higiene Pessoal e Perfumaria,2019-10-31 02:02:45.380848+00,0,1,,140,19,higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria
224,Macarrão Rigatoni,2019-10-28 12:13:32.474518+00,2,207,209,208,24,macarrao-rigatoni,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-rigatoni"
100,Queijos,2019-10-31 03:18:38.821025+00,1,42,99,69,16,queijos,"frios-e-laticinios,frios-e-laticinios/queijos"
223,Macarrão Penne,2019-10-30 19:48:05.786852+00,2,205,209,206,24,macarrao-penne,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/macarrao-penne"
276,Desodorantes,2019-10-30 11:12:09.959721+00,2,57,272,58,19,desodorantes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/desodorantes"
257,Aparelho de Barbear ,2019-10-28 17:12:27.758968+00,2,3,256,4,19,aparelho-de-barbear,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/barba,higiene-pessoal-e-perfumaria/barba/aparelho-de-barbear"
18,Embalagens e Descartáveis,2019-10-31 03:44:20.656106+00,0,1,,134,12,embalagens-e-descartaveis,embalagens-e-descartaveis
315,Lenços Umedecidos,2019-10-30 14:29:46.623986+00,2,19,310,20,19,lencos-umedecidos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/lencos-umedecidos"
317,Shampoo,2019-10-28 14:38:34.954331+00,2,23,310,24,19,shampoo,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/shampoo"
686,Bacalhau,2019-10-30 20:50:40.641767+00,2,77,654,78,6,bacalhau,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/bacalhau"
119,Leite em Pó,2019-10-30 21:00:17.780787+00,2,31,115,32,16,leite-em-po,"frios-e-laticinios,frios-e-laticinios/leites,frios-e-laticinios/leites/leite-em-po"
101,Queijo Brie,2019-10-30 21:17:46.099272+00,2,43,100,44,16,queijo-brie,"frios-e-laticinios,frios-e-laticinios/queijos,frios-e-laticinios/queijos/queijo-brie"
256,Barba,2019-10-27 07:25:06.517569+00,1,2,255,11,19,barba,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/barba"
282,Cuidados com o Sol,2019-10-29 19:20:19.349092+00,1,70,255,75,19,cuidados-com-o-sol,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cuidados-com-o-sol"
278,Óleos Corporais,2019-10-28 15:52:00.895285+00,2,61,272,62,19,oleos-corporais,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/oleos-corporais"
285,Geriátrico,2019-10-28 15:47:51.648804+00,1,76,255,79,19,geriatrico,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/geriatrico"
669,Contra Filé,2019-10-30 22:01:26.593184+00,2,31,652,32,6,contra-file,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/contra-file"
301,Rosto e Maquiagem,2019-10-28 03:28:30.005327+00,1,114,255,125,19,rosto-e-maquiagem,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem"
284,Protetores Solares,2019-10-30 11:00:31.451214+00,2,73,282,74,19,protetores-solares,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cuidados-com-o-sol,higiene-pessoal-e-perfumaria/cuidados-com-o-sol/protetores-solares"
304,Máscara para Cílios,2019-10-28 15:55:40.782049+00,2,123,301,124,19,mascara-para-cilios,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem,higiene-pessoal-e-perfumaria/rosto-e-maquiagem/mascara-para-cilios"
320,Curativos,2019-10-28 15:51:31.400739+00,2,129,319,130,19,curativos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/saude,higiene-pessoal-e-perfumaria/saude/curativos"
288,Antisépticos e Enxaguantes,2019-10-28 17:41:46.469543+00,2,81,287,82,19,antisepticos-e-enxaguantes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-bucal,higiene-pessoal-e-perfumaria/higiene-bucal/antisepticos-e-enxaguantes"
281,Talcos,2019-10-28 15:58:24.899211+00,2,67,272,68,19,talcos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/talcos"
286,Fraldas Geriátricas,2019-10-31 00:51:10.665073+00,2,77,285,78,19,fraldas-geriatricas,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/geriatrico,higiene-pessoal-e-perfumaria/geriatrico/fraldas-geriatricas"
290,Escovas de Dente,2019-10-28 15:52:46.059627+00,2,85,287,86,19,escovas-de-dente,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-bucal,higiene-pessoal-e-perfumaria/higiene-bucal/escovas-de-dente"
303,Bases,2019-10-29 05:41:30.316097+00,2,115,301,116,19,bases,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem,higiene-pessoal-e-perfumaria/rosto-e-maquiagem/bases"
195,Açúcar Refinado e Extra Fino,2019-10-30 19:44:50.588244+00,2,17,190,18,24,acucar-refinado-e-extra-fino,"mercearia,mercearia/acucar-e-adocantes,mercearia/acucar-e-adocantes/acucar-refinado-e-extra-fino"
291,Fios e Fitas Dentais,2019-10-29 06:50:16.94461+00,2,87,287,88,19,fios-e-fitas-dentais,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-bucal,higiene-pessoal-e-perfumaria/higiene-bucal/fios-e-fitas-dentais"
302,Batons,2019-10-28 04:05:32.670803+00,2,117,301,118,19,batons,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem,higiene-pessoal-e-perfumaria/rosto-e-maquiagem/batons"
687,Camarão,2019-10-30 20:02:10.933886+00,2,79,654,80,6,camarao,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/camarao"
670,Costela,2019-10-30 20:02:44.948108+00,2,33,652,34,6,costela,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/costela"
318,Talco,2019-10-31 01:58:50.538723+00,2,25,310,26,19,talco,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/talco"
305,Hidratante Facial,2019-10-28 15:51:08.92529+00,2,119,301,120,19,hidratante-facial,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem,higiene-pessoal-e-perfumaria/rosto-e-maquiagem/hidratante-facial"
319,Saúde,2019-10-30 22:40:33.086739+00,1,126,255,139,19,saude,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/saude"
279,Repelentes,2019-10-29 13:37:14.569194+00,2,63,272,64,19,repelentes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/repelentes"
306,Limpeza Facial,2019-10-28 15:51:32.828357+00,2,121,301,122,19,limpeza-facial,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/rosto-e-maquiagem,higiene-pessoal-e-perfumaria/rosto-e-maquiagem/limpeza-facial"
280,Sabonetes,2019-10-30 12:46:26.919324+00,2,65,272,66,19,sabonetes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/sabonetes"
117,Leite Integral,2019-10-30 19:49:29.20056+00,2,33,115,34,16,leite-integral,"frios-e-laticinios,frios-e-laticinios/leites,frios-e-laticinios/leites/leite-integral"
272,Corpo,2019-10-29 15:15:33.79842+00,1,50,255,69,19,corpo,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo"
197,"Achocolatados, Chocolates e Cacau em Pó",2019-10-30 22:30:30.888421+00,1,2,147,9,24,achocolatados-chocolates-e-cacau-em-po,"mercearia,mercearia/achocolatados-chocolates-e-cacau-em-po"
283,Pós Sol,2019-10-28 22:46:04.256718+00,2,71,282,72,19,pos-sol,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cuidados-com-o-sol,higiene-pessoal-e-perfumaria/cuidados-com-o-sol/pos-sol"
321,Hastes Flexíveis,2019-10-29 04:52:13.72892+00,2,131,319,132,19,hastes-flexiveis,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/saude,higiene-pessoal-e-perfumaria/saude/hastes-flexiveis"
333,Escarola,2019-10-29 04:54:13.916517+00,2,91,326,92,20,escarola,"hortifruti,hortifruti/verduras,hortifruti/verduras/escarola"
327,Acelga,2019-10-30 00:28:38.306054+00,2,79,326,80,20,acelga,"hortifruti,hortifruti/verduras,hortifruti/verduras/acelga"
346,Manga,2019-10-29 06:28:50.063729+00,2,17,338,18,20,manga,"hortifruti,hortifruti/frutas,hortifruti/frutas/manga"
347,Maracujá,2019-10-29 11:22:21.126945+00,2,19,338,20,20,maracuja,"hortifruti,hortifruti/frutas,hortifruti/frutas/maracuja"
362,Temperos Frescos,2019-10-26 22:52:33.975914+00,1,54,325,77,20,temperos-frescos,"hortifruti,hortifruti/temperos-frescos"
349,Mexerica,2019-10-31 03:44:25.971087+00,2,23,338,24,20,mexerica,"hortifruti,hortifruti/frutas,hortifruti/frutas/mexerica"
338,Frutas,2019-10-30 15:03:22.277084+00,1,2,325,25,20,frutas,"hortifruti,hortifruti/frutas"
324,Preservativos e Lubrificantes,2019-10-29 18:36:54.800268+00,2,137,319,138,19,preservativos-e-lubrificantes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/saude,higiene-pessoal-e-perfumaria/saude/preservativos-e-lubrificantes"
375,Ovos,2019-10-30 07:28:44.831274+00,1,50,325,53,20,ovos,"hortifruti,hortifruti/ovos"
328,Agrião,2019-10-30 17:38:51.956001+00,2,81,326,82,20,agriao,"hortifruti,hortifruti/verduras,hortifruti/verduras/agriao"
329,Alface,2019-10-29 13:11:04.388943+00,2,83,326,84,20,alface,"hortifruti,hortifruti/verduras,hortifruti/verduras/alface"
715,Cacau em Pó,2019-10-28 15:49:15.727773+00,2,5,197,6,24,cacau-em-po,"mercearia,mercearia/achocolatados-chocolates-e-cacau-em-po,mercearia/achocolatados-chocolates-e-cacau-em-po/cacau-em-po"
334,Espinafre,2019-10-28 20:28:13.692902+00,2,93,326,94,20,espinafre,"hortifruti,hortifruti/verduras,hortifruti/verduras/espinafre"
342,Laranja,2019-10-30 12:13:34.816787+00,2,9,338,10,20,laranja,"hortifruti,hortifruti/frutas,hortifruti/frutas/laranja"
341,Banana,2019-10-30 13:38:13.525018+00,2,7,338,8,20,banana,"hortifruti,hortifruti/frutas,hortifruti/frutas/banana"
339,Abacate,2019-10-29 16:03:43.848775+00,2,3,338,4,20,abacate,"hortifruti,hortifruti/frutas,hortifruti/frutas/abacate"
345,Mamão,2019-10-30 21:08:40.391947+00,2,15,338,16,20,mamao,"hortifruti,hortifruti/frutas,hortifruti/frutas/mamao"
336,Rúcula,2019-10-26 23:55:17.352795+00,2,97,326,98,20,rucula,"hortifruti,hortifruti/verduras,hortifruti/verduras/rucula"
376,Ovos de Galinha,2019-10-30 23:35:31.711099+00,2,51,375,52,20,ovos-de-galinha,"hortifruti,hortifruti/ovos,hortifruti/ovos/ovos-de-galinha"
332,Couve Flor,2019-10-29 03:21:41.974231+00,2,89,326,90,20,couve-flor,"hortifruti,hortifruti/verduras,hortifruti/verduras/couve-flor"
348,Melão,2019-10-29 21:26:36.025442+00,2,21,338,22,20,melao,"hortifruti,hortifruti/frutas,hortifruti/frutas/melao"
343,Limão,2019-10-30 16:15:11.389239+00,2,11,338,12,20,limao,"hortifruti,hortifruti/frutas,hortifruti/frutas/limao"
373,Pimentas,2019-10-24 02:35:33.42749+00,2,75,362,76,20,pimentas,"hortifruti,hortifruti/temperos-frescos,hortifruti/temperos-frescos/pimentas"
344,Maçã,2019-10-31 01:25:53.160118+00,2,13,338,14,20,maca,"hortifruti,hortifruti/frutas,hortifruti/frutas/maca"
340,Abacaxi,2019-10-29 03:28:57.512571+00,2,5,338,6,20,abacaxi,"hortifruti,hortifruti/frutas,hortifruti/frutas/abacaxi"
330,Alho Poró,2019-10-29 03:38:25.434217+00,2,85,326,86,20,alho-poro,"hortifruti,hortifruti/verduras,hortifruti/verduras/alho-poro"
331,Brócolis,2019-10-29 04:07:38.548956+00,2,87,326,88,20,brocolis,"hortifruti,hortifruti/verduras,hortifruti/verduras/brocolis"
716,Tomate Pelado,2019-10-30 19:50:57.268592+00,2,219,209,220,24,tomate-pelado,"mercearia,mercearia/massas-e-molhos,mercearia/massas-e-molhos/tomate-pelado"
293,Acetonas e Removedores,2019-10-29 10:30:20.297854+00,2,97,292,98,19,acetonas-e-removedores,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/acetonas-e-removedores"
295,Amolecedor de Cutículas,2019-10-28 15:50:08.210171+00,2,101,292,102,19,amolecedor-de-cuticulas,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/amolecedor-de-cuticulas"
263,Condicionadores,2019-10-30 21:10:11.170317+00,2,33,260,34,19,condicionadores,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/condicionadores"
266,"Fixadores, Modeladores e Gel",2019-10-29 16:58:40.094624+00,2,39,260,40,19,fixadores-modeladores-e-gel,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/fixadores-modeladores-e-gel"
309,Sabonete Íntimo,2019-10-28 15:56:49.673862+00,2,93,307,94,19,sabonete-intimo,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-intima,higiene-pessoal-e-perfumaria/higiene-intima/sabonete-intimo"
261,Alisamento Capilar,2019-10-28 15:48:08.431455+00,2,29,260,30,19,alisamento-capilar,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/alisamento-capilar"
310,Bebê,2019-10-28 15:51:15.413917+00,1,12,255,27,19,bebe,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe"
672,Coxão Mole,2019-10-30 23:55:34.220151+00,2,37,652,38,6,coxao-mole,"carnes-aves-e-peixes,carnes-aves-e-peixes/carne-bovina,carnes-aves-e-peixes/carne-bovina/coxao-mole"
689,Iscas de Peixe,2019-10-24 03:11:08.138344+00,2,81,654,82,6,iscas-de-peixe,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/iscas-de-peixe"
262,Ativadores de Cachos,2019-10-28 15:48:40.435359+00,2,31,260,32,19,ativadores-de-cachos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/ativadores-de-cachos"
173,Farinho de Trigo Tradicional,2019-10-30 19:42:18.71786+00,2,147,167,148,24,farinho-de-trigo-tradicional,"mercearia,mercearia/farinha,mercearia/farinha/farinho-de-trigo-tradicional"
265,Descolorantes,2019-10-28 18:29:17.085084+00,2,37,260,38,19,descolorantes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/descolorantes"
298,Cortador de Unha ,2019-10-24 22:58:38.747197+00,2,105,292,106,19,cortador-de-unha,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/cortador-de-unha"
629,Pilhas e Baterias,2019-10-31 00:31:21.568806+00,1,4,39,5,34,pilhas-e-baterias,"produtos-diversos,produtos-diversos/pilhas-e-baterias"
307,Higiene Íntima,2019-10-24 02:39:29.923781+00,1,90,255,95,19,higiene-intima,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-intima"
299,Óleo e Secante de Esmalte,2019-10-30 05:33:08.272578+00,2,109,292,110,19,oleo-e-secante-de-esmalte,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/oleo-e-secante-de-esmalte"
264,Cremes de Pentear e de Tratamento,2019-10-30 13:46:39.429237+00,2,35,260,36,19,cremes-de-pentear-e-de-tratamento,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/cremes-de-pentear-e-de-tratamento"
707,Gorduras,2019-10-30 19:44:55.985077+00,2,227,178,228,24,gorduras,"mercearia,mercearia/oleos-gorduras-e-banhas,mercearia/oleos-gorduras-e-banhas/gorduras"
294,Alicates de Unha e Cutícula,2019-10-28 15:48:06.814781+00,2,99,292,100,19,alicates-de-unha-e-cuticula,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/alicates-de-unha-e-cuticula"
267,Óleos e Reparadores Capilares,2019-10-28 17:11:44.106308+00,2,41,260,42,19,oleos-e-reparadores-capilares,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos,higiene-pessoal-e-perfumaria/cabelos/oleos-e-reparadores-capilares"
644,Biscoito Waffer,2019-10-30 22:28:43.23698+00,2,59,202,60,24,biscoito-waffer,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/biscoito-waffer"
297,Base e Esmalte de Unha,2019-10-28 18:33:41.499516+00,2,103,292,104,19,base-e-esmalte-de-unha,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/base-e-esmalte-de-unha"
296,Cremes para Mãos e Pés ,2019-10-28 15:51:10.7179+00,2,107,292,108,19,cremes-para-maos-e-pes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/maos-e-pes,higiene-pessoal-e-perfumaria/maos-e-pes/cremes-para-maos-e-pes"
308,Absorventes,2019-10-30 13:19:35.095861+00,2,91,307,92,19,absorventes,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/higiene-intima,higiene-pessoal-e-perfumaria/higiene-intima/absorventes"
194,Açúcar para Confeitar,2019-10-30 20:00:18.180276+00,2,15,190,16,24,acucar-para-confeitar,"mercearia,mercearia/acucar-e-adocantes,mercearia/acucar-e-adocantes/acucar-para-confeitar"
738,Farinha de Empanar,2019-10-30 12:53:49.432538+00,2,137,167,138,24,farinha-de-empanar,"mercearia,mercearia/farinha,mercearia/farinha/farinha-de-empanar"
314,Fraldas,2019-10-30 19:35:21.254643+00,2,17,310,18,19,fraldas,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/bebe,higiene-pessoal-e-perfumaria/bebe/fraldas"
275,Depilação ,2019-10-28 15:48:27.756838+00,2,55,272,56,19,depilacao,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/corpo,higiene-pessoal-e-perfumaria/corpo/depilacao"
260,Cabelos,2019-10-28 15:53:56.666301+00,1,28,255,49,19,cabelos,"higiene-pessoal-e-perfumaria,higiene-pessoal-e-perfumaria/cabelos"
690,Kani,2019-10-28 23:34:56.087662+00,2,83,654,84,6,kani,"carnes-aves-e-peixes,carnes-aves-e-peixes/peixes-e-frutos-do-mar,carnes-aves-e-peixes/peixes-e-frutos-do-mar/kani"
161,Arroz Parboilizado,2019-10-30 19:43:10.725968+00,2,35,157,36,24,arroz-parboilizado,"mercearia,mercearia/arroz,mercearia/arroz/arroz-parboilizado"
